content,date,dianzan,director,name,region,star,type,user_id

您能上映就是真的细思恐极,2018-07-02,164,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",沉18

我只想知道什么让人细思极恐？是这种垃圾能上映吗？,2018-07-05,113,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",天师章

这是想圈钱还是想洗钱？为什么这么粗制滥造的片也能过审,2018-07-07,71,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",白玉堂

影片三观极正！在恐龙和人类之间，就该TMD关门放恐龙，咬死我们这些人类！！！,2018-06-15,7585,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",养乐多洋芋片

我就x你了，海报跟《姽婳》一样都是由一个智障直接抄袭的吧？以前每年那么多抗日神剧被叫停了，那这么多明显是洗钱的国产恐怖片怎么处理？广电总局跟地震局一样，国家怎么会养这种废物？学学人家工信部，是踏踏实实为老百姓做事情的。,2018-07-06,65,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",修万年

从什么床下有人和校花诡异事件开始，这种一星订制国产恐怖烂片就层出不穷，我都不用看就可以断言里面没有鬼，但里面一定有卖肉福利。,2018-07-06,65,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",苏妄言

能不要取这种智障片名吗，烂片无疑,2018-06-07,58,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",#星

本片已收录于《圣母婊摧毁世界的1000种方法》。,2018-06-15,6561,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",大海里的针

因为不能让恐龙死，就把恐龙放出去吃人？恐龙比人命还重要？不愧是《猪逻辑世界2》，猪一样的逻辑，而且还很2。把恐龙放出来表面上是保护动物，其实是为下一部拍恐龙入侵人类世界做铺垫，首先非常伪善，其次说明下一部才是高潮。《侏罗纪世界2》只是一部《侏罗纪世界3》的加长预告片，只是一件牺牲品。,2018-06-10,4035,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar20 rating,"动作,科幻,冒险",凌睿

果然是西班牙导演，把恐龙片拍成古堡恐怖片。,2018-06-16,1863,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",桃桃淘电影

我要拍个恐怖片三部曲：《可怕极了（very terrible）》《特别恐怖（very very terrible）》《吓死人（super terrible）》，欢迎投资。,2018-06-30,34,张跃斌,细思极恐,中国大陆,,"惊悚,恐怖",spiegel

唉.. 怎么说呢 朋友拖着我去看的 真没想到能这么烂 还没看完我们就走了 （整个电影院就我们三个人）,2018-07-07,27,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",热河

确实是,2018-07-04,16,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",阿基米德

照这样拍下去，假以时日，当这群恐龙与人类上演着侏罗纪世界版的“忠犬八公的故事”或者“一条狗的使命”，甚至是侏罗纪世界版的“水形物语”，我也丝毫不会吃惊。,2018-06-15,1613,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",痞影人科莱昂

布鲁中枪和腕龙目送船离港两幕实在太难过了！！！暴龙和狮子的对吼实在太萌了！！！牛龙和沧龙实在太帅了！！！世界上最好的系列电影，不要停继续拍！！！！,2018-06-15,1517,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar50 rating,"动作,科幻,冒险",Doublebitch

之前被友邻刷太多差评，导致看时挺惊喜。虽然具体情节上相当的套路、干硬，但概念是侏罗纪系列最新的一部：“岛”不复存在，取之以古堡惊魂，最后化为共存的大格局。特效的精细程度和大量夜戏的质感都是好莱坞一流水平，好几场戏利用打光做的浓墨重彩。,2018-06-13,1015,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",徐若风

看剧照感觉就是在洗钱的电影,2018-06-26,8,张跃斌,细思极恐,中国大陆,,"惊悚,恐怖",靖仇

不明觉厉,2018-07-09,7,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",月下僵尸

这么好的片名被这种片子占了真悲哀,2018-07-07,13,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",新鲜海水虾

男主角太牛逼了，瞬间绝地逢生！岩浆到了跟前都愣给站起来了！和大恐龙一起跑都没发生踩踏事件！请问漫威有恐龙侠的设定吗？,2018-06-14,1028,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar50 rating,"动作,科幻,冒险",橘橘橘橘橘子青

暴虐恐龙追杀小女孩那一场戏真是充满了古典之美。,2018-06-16,980,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",邓安庆

恐龙假死又微微笑的那一刻太吓人了，可能要入选最恐怖镜头Top10。以及，结尾有彩蛋！,2018-06-15,838,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",mumudancing

以后电影上映可不可以先审核一下质量啊！,2018-07-09,6,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",林黛玉

一点都不恐怖甚至有点搞笑。,2018-07-10,6,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",颜兮七月

不思也恐,2018-07-09,8,张跃斌,细思极恐,中国大陆,allstar20 rating,"惊悚,恐怖",炸鸡烧烤麻辣烫

作逼龙奴如同失心疯爱狗人士。,2018-06-15,596,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar10 rating,"动作,科幻,冒险",罗汗

把里面的恐龙🦖换成🐶，女主变成传统🐶粉，女二号小女孩变成极端🐶粉，星爵变成训🐶师。毫无违和感！抱歉接受不了白左们思维，人类:作死使我快乐！这辈子都不可能不作死了！作为个普通爱恐龙人士，爱恐龙人士表示强烈的谴责！,2018-06-15,510,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",Ada Wang

这不用细思都是极恐的,2018-07-09,6,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",孤独的刺猬

不好意思，例行不看打一星,2018-07-06,3,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",EKS

以后再也不上当了，这是恐怖片吗？,2018-07-06,2,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",呆萌小七

都是造出来的恐龙，你们的恐龙就是可爱的生命可以放出去残害人类，反派造出来的恐龙就该被残忍地扎死？不懂这种逻辑。,2018-06-15,478,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar20 rating,"动作,科幻,冒险",你就叫我蕉大吧

剧本单薄，逻辑经不起推敲，典型的脑残商业片写法，还在炒几十年前的冷饭，真没觉得这算是致敬，只觉得片方保守没长进，唯一的亮点就是导演加入了一些恐怖元素。最后把恐龙放出来杀人，为了续集编剧不惜做圣母婊，真想知道恐龙来到几千万年以后的地球怎么生存，估计不用打，生态环境就直接灭了它们。,2018-06-16,365,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar20 rating,"动作,科幻,冒险",亵渎电影

侏罗纪公园变成了博物馆奇妙夜,2018-06-15,347,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",章句小楷

真的，，很烂啊,2018-07-09,4,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",一世衔雨

剧情太烂，恐怖片？对不起没看出来！,2018-07-18,3,张跃斌,细思极恐,中国大陆,allstar10 rating,"惊悚,恐怖",似水年华

充满诚意的爆米花片，节奏紧凑，小女孩房间那场戏的调度不错，最后的世界观架设将影片提升了一个档次！,2018-06-15,248,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",L'automne

更想看在荒山野岭自由漫跑的恐龙，城市戏份大大缩小了空间感，一切都显得拘束和束缚，开打展不开手脚。,2018-06-16,226,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",影志

果然没让我失望，全程吓得我活蹦乱跳的。布鲁又一次拯救了星爵，星爵又一次(间接)毁灭了地球。心疼腕龙一秒，最后那个光头和尚一样的小不点儿是什么龙？？,2018-06-12,246,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar50 rating,"动作,科幻,冒险",一口吃掉小蛋糕

特效很好，但西方的圣母文化接受无能，所有生命都值得珍惜无论这生命作了什么大死。,2018-06-15,218,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar30 rating,"动作,科幻,冒险",苹果

小女孩在传送电梯里关不上门的桥段漂亮地致敬了《公园1》，和上部一样对《公园》三部曲比比皆是地致敬且又锐意进取地创新，尤其克隆人的情节其实可以深度展开。这片预告剪得太差，剧透不算，还把精彩段落全曝光……布鲁最后的回眸，颇有理查德·帕克的味道。（这片对俄罗斯人的政治隐喻够毒哈哈~）,2018-06-13,180,胡安·安东尼奥·巴亚纳,侏罗纪世界2,"美国, 西班牙",allstar40 rating,"动作,科幻,冒险",科林

至少有三点可以确定的说：李易峰终于有属于自己的代表作了；同一ip改编的电影中，我国终于有比日版更好的版本了；中国终于也能有在特效方面保持较高制作水准，以及完成度都还不错的工业类型片了。整体超出预期，韩延在《滚蛋吧肿瘤君》后，再一次证明自己可能是中国最擅长拍商业类型片的导演之一。,2018-06-16,9610,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",无耻不混蛋

“一旦我们认定某件事情的时候，就是想法最容易偏激的时候”苏格兰黑山羊，眼见未必为实。40分钟上船后，剧情突然抖擞了起来，跟着游戏规则在心里做算法，这个过程算是一种观影乐趣了…“是死是活鸟朝上”电影比预期硬气。,2018-06-16,5887,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",影志

片子很惊艳，故事的完整性，逻辑性，可看性，整体完成度太高了，真实世界与想象的自由接驳，封闭空间的人性实验，烧脑的游戏规则，必须分分秒秒跟着主人公去计算和体验。买入原版IP，如何去执行是一个大问题，这个片子做出了一个良好示范，韩延导演应该是国内80后导演里，最具有商业片执行力的第一人。,2018-06-25,5314,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",内陆飞鱼

不得不说，韩延真的是当下青年导演中对类型片把控最强的，牌桌对决这种很容易被拍的枯燥的事被他呈现的高潮迭起。镜头非常炫技，彩色烟雾，高速升格镜头，还有那场追车戏，看到马修沃恩的影子。,2018-06-25,4441,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",掉线

"不要小瞧东方数学教育
不要小瞧胖子
不要成为苏格兰黑山羊",2018-06-25,3314,韩延,动物世界,中国大陆,allstar50 rating,"剧情,动作,冒险",慢走

这是我看过的将炫酷的特效和人性探讨平衡得最好的国产电影，不得不说导演韩延真的很厉害，而李易峰也让大家看到了一个立得住的郑开司。就是里面的游戏有点烧脑，我要去二刷回味一下，期待第二部。,2018-06-16,3419,韩延,动物世界,中国大陆,allstar50 rating,"剧情,动作,冒险",julie妮妮

远超预期，工业完成度很高，导演的创作思维已经非常的好莱坞化，也为构建三部曲的系列框架，留了很多线索。这次的改编只是借用了原著漫画的精髓，加重了现实感，直接把“默示录”改成了“动物世界”，用一艘船隐喻一个弱肉强食的社会，每个人都有相应的动物属性，小丑部分的风格化特效尤其令人惊艳！,2018-06-23,2567,韩延,动物世界,中国大陆,allstar40 rating,"剧情,动作,冒险",亵渎电影

被这些评价骗了，看睡着。,2018-06-23,2010,韩延,动物世界,中国大陆,allstar20 rating,"剧情,动作,冒险",ak650

男主演技处在及格以下的水平，还是和别的演员有壁,2018-06-29,1521,韩延,动物世界,中国大陆,allstar20 rating,"剧情,动作,冒险",后卿焚寂

7分。虽然还是很多遗憾。但仍觉得韩延是内地导演里，最能把握好二次元风格又不会违和的导演了。很期待他能在将来，真去拍一部僵尸片，或怪兽动作片。,2018-06-29,1291,韩延,动物世界,中国大陆,allstar30 rating,"剧情,动作,冒险",桃桃淘电影

浪费了一个好故事。演绎不到位，用力过度，无法复原原作的精髓。唉，最怕改编就是这个原因了。,2018-06-29,1522,韩延,动物世界,中国大陆,allstar10 rating,"剧情,动作,冒险",猫咪

剧情单薄，男主演技。。。不说了，周冬雨虽是特出但感觉不错。,2018-06-29,1306,韩延,动物世界,中国大陆,allstar20 rating,"剧情,动作,冒险",旧事新歉

特效牛逼，脑洞华丽，剪辑，节奏，画面，剧情，演员，无一不好，特别惊艳！非常具有导演个人特色的商业类型片，看完真的好喜欢韩延导演啊，超级期待第二部！,2018-06-20,1886,韩延,动物世界,中国大陆,allstar50 rating,"剧情,动作,冒险",鱼鱼鱼大白

男主这么聪明为啥现实生活中这么穷,2018-06-23,1166,韩延,动物世界,中国大陆,allstar20 rating,"剧情,动作,冒险",又又

二刷了 有些不明白的点也弄懂了 导演真的脑洞很大 特效完全为剧情服务 彩蛋太勾引人了 希望能拍第二部,2018-06-23,1731,韩延,动物世界,中国大陆,allstar50 rating,"剧情,动作,冒险",洞爷湖

5.4/10，剧情不够慢镜头凑！没有高潮喊口号来凑！故事无聊特效凑。恩，工业和李易峰演技都挺好的，但是关键特效再多不为故事服务就是炫富。最重要的问题在剧本，既然是一个冒险斗智题材，首先你得让观众跟着剧情high起来，但是很明显完全是导演在自嗨。可能李易峰粉丝会在他脱衣服的时候high一下吧。,2018-06-17,1068,韩延,动物世界,中国大陆,allstar20 rating,"剧情,动作,冒险",二月鸟语

最意外最精彩最劲爆，节奏更迭紧凑，反转有力，逻辑恰当，镜头的快速运律＋视频跳荡旋转3D燃烧，结尾老头要是反转就完美，为了上映我认了，对国产一向严格的我也没脾气，锁定国产上半年最佳，韩延这个人太牛逼了，前途不可限量，李易峰终于有代表作了，他可以大声喊出：这是我演的!,2018-06-24,1728,韩延,动物世界,中国大陆,allstar50 rating,"剧情,动作,冒险",Jokerj

点映19.9，还算便宜，可惜剧情薄弱。剧情垃圾的电影果断差评。吹什么特效，和我大漫威比差了一万个DC好嘛？看得出来导演是想营造一种黑色幽默的氛围，可是主演演技撑不起来看得令人出戏，演技全片最烂无疑。,2018-06-29,1039,韩延,动物世界,中国大陆,allstar10 rating,"剧情,动作,冒险",爱国好青年

有一种导演叫“不管我拍的是什么类型的电影总之我就是要把所有我喜欢的类型全打包塞进去”型导演，看见一只苍蝇就能脑补三分钟追车戏，请问这除了让导演自己爽一下外对剧情有任何推进吗？全片做得最好的特效我估计是李易峰的肌肉，杀了我我也不信他能有那么一排腹肌……,2018-06-29,714,韩延,动物世界,中国大陆,allstar30 rating,"剧情,动作,冒险",王大根

非常棒，有人说导演的慢镜头和特效用的不适合，在我看来这些能让人物形象更加丰满。除此之外建立在原作的漫改剧情也设置得合理，游戏耐人寻味。导演立意也不错，年轻人有想法，敢拼搏，值得鼓励！,2018-06-25,1544,韩延,动物世界,中国大陆,allstar50 rating,"剧情,动作,冒险",沐暖

我讨厌这个脑萎缩的父亲和这个脑积水的儿子。,2018-07-06,348,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",对你爱不完

带孩子看也没得选，咱们的编剧能不能好好干点活了。孩子们只能看国外的动画片了吗？,2018-07-07,211,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar20 rating,"儿童,动画,冒险,家庭",白玉堂

小头爸爸老实人，围裙妈妈不要脸,2018-07-06,217,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",龙战于穹野

王叔叔，管管你家孩子吧！,2018-07-01,158,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",kkk2213

这明显是蹭世界杯的热度吧.....,2018-06-24,143,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar20 rating,"儿童,动画,冒险,家庭",酷哥

什么辣鸡画质，中国的动画能不能长点心，傻逼画质一分钟都看不下去。,2018-07-03,104,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",愤怒的我自己

长大真不是个好事，比如，发现小时候看得动画片现在是如此一言难尽……还是希望我们加把劲儿，可以有或超越像COCO那样的动画。,2018-06-30,103,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",木槿

这部电影陪孩子看了，真的不怎么样，剧情很无聊，人物模型还是那样，没有长进。我孩子看完也很失望。就只能这样评价了，他们是不会回头的了。,2018-07-06,56,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar20 rating,"儿童,动画,冒险,家庭",阅特故事城

2.5星，还是喜欢小时候的画风。陪弟弟去看的，动画片已经不适合我了，不过里面的配音都是熟悉的感觉。,2018-07-07,43,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",葱花饼

金龟子董浩叔叔鞠萍，咋一点童年的感觉都没有呢……悲桑,2018-07-07,32,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar20 rating,"儿童,动画,冒险,家庭",小鹿乱撞

救救我们的孩子吧，别再给孩子看这种垃圾了。,2018-07-06,59,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",茶底世界

看完皮克斯的动画的创想不得不给这种货色一颗星,2018-07-06,39,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",皂动的青春

画质一般，剧情老套。,2018-07-09,19,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar20 rating,"儿童,动画,冒险,家庭",似水年华

这是在侮辱儿童啊。。。,2018-07-06,30,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",Mrcolin月月鸟

 我一直觉得动画的评分都让大人来打 挺不公平的。毕竟是孩子们爱看的电影。。。我觉得小朋友看的都挺开心的 我也觉得挺好看的。。。          这么多年了 这个动画一直在做也挺不容易的 这部动画的主题曲我真的从小就会唱 小时候真的不知道看了多少遍了 很多故事 现在还记得呢。。,2018-07-08,29,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar40 rating,"儿童,动画,冒险,家庭",cenxuan

怎么会有这么烂的动画片，小朋友都受不了,2018-07-06,25,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",港龙航空

不带智商看还是可以的吧。,2018-07-08,13,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",退却荼蘼

还行，反正宝宝喜欢看，看这种片子大人休息孩子开心，挺好的。,2018-07-08,16,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar30 rating,"儿童,动画,冒险,家庭",锅包又又😜

骗钱作品,2018-07-06,22,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",lifeFR

太好了，烂片又诞生了！,2018-07-06,25,何澄,新大头儿子和小头爸爸3：俄罗斯奇遇记,中国大陆,allstar10 rating,"儿童,动画,冒险,家庭",唯一

imdb才4.5分，搞得我以为是大烂片，可是真的很好看啊。搞笑可爱有情节，动画的制作超精良，中国城里的片段还有几句中文，现场就给男票翻译过来了 🌝,2018-03-25,58,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar50 rating,"喜剧,动画,冒险",时光本无罪

侦探剧还是挺有趣的，比1好看。莫里亚蒂的M倒过来就是华生的W，这个梗应该用在福尔摩斯的故事里，华生是最终boss，我觉得蛮合现代人的胃口的。,2018-06-08,31,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",胸口碎大石

对于一个华福党来说 能看着俩人最后互相搀扶着走下去 就已经是不能再甜的糖了,2018-04-08,33,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",我爱多奇妙

卡司阵容强大到飞起，腐国人民梗玩的飞起，唐人街还飞过一秒《西游记》，好可爱啊！可爱爆了！！我们福华就像罗密欧和朱丽叶一样是官配！官配！看见了吗？！官配！！,2018-06-13,22,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",诸葛福媛

故事很有趣，潘粤明配音很出彩。,2018-07-22,16,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",呆萌兔

居然是豆瓣第一个看过的。华生原来被忽视而腹黑，后来两人基情复合。唐人街的招财猫不错。哈哈！,2018-04-01,14,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar30 rating,"喜剧,动画,冒险",橙橙

制作精良，人物表情到位。剧情有可爱有惊险有悬疑，我看的是国语版，潘粤明老师配音超级专业！看过他的《声临其境》就一直期待他的配音作品，想不到这么快就在大银幕看（听）到了！,2018-07-20,27,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar50 rating,"喜剧,动画,冒险",云中漫步

故事情节生动有趣，画面精致，小矮人非常可爱。,2018-07-22,9,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",似水年华

玩具总动员+福尔摩斯嘛,2018-07-19,6,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar50 rating,"喜剧,动画,冒险",武侠小王子

福爾摩斯先生終殺入陶瓷界!! 獨霸宇宙指日可待!!,2018-04-04,13,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar30 rating,"喜剧,动画,冒险",影毒肥佬

有些好奇英美影迷观众（尤其是动画迷）观看我们国产动画（尤其是三维动画）会作何感想？还好奇：我泱泱大国过了这么多年，为何电脑动画技术大多达不到这部《糯尔摩斯》的水准？而且至今没啥纯国产动画口型能对得上台词……—— 糯尔摩斯与莫里亚蒂相亲相杀的程度可以比拼乐高蝙蝠侠和小丑了。★★★☆,2018-06-03,9,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",Panda的阴影

好看！近期塑造得最棒的福尔摩斯和华生有么有！比起莫里亚蒂 开场的福尔摩斯更贱啊 简直想揍他一顿 把这俩的感情类比罗密欧朱丽叶 英国编剧你们会玩啊 老实人华生和罗密欧苦追自大狂福尔摩斯和朱丽叶 两对怨偶终成眷属 莫里亚蒂干得漂亮！Elton John当制作总监真棒！音乐完美贴合！,2018-04-01,14,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar50 rating,"喜剧,动画,冒险",坐等1900

罗密欧和朱丽叶携黑豹杰克船长勇闯伦敦玩具城，唐人街招财猫打手团，巴斯克维尔猎犬松鼠飞车，夜店大佬艾琳，小丑版莫利亚迪，还有最后的莱辛巴赫烟火瀑布，福尔摩斯的致敬梗还是蛮多蛮好玩的,2018-06-12,8,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",kylegun

其实还不错啊，很搞笑。,2018-07-20,2,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar40 rating,"喜剧,动画,冒险",叶子的眼睛

#电影淘气大侦探# 万万没想到白夜后，等来的是潘粤明动画片的配音，但声音太好听了。台词好的演员才敢配音吧，没有字幕但每一句台词都听的清清楚楚。从不看动画片的人表示蛮好看的,2018-07-20,12,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar50 rating,"喜剧,动画,冒险",维克多利亚

除了那些触目惊心的石雕人物之外，没有观众会费心去弄明白这部电影究竟要讲述什么故事，每个角色都在经历着所谓的动画电影营救通用套路。,2018-04-11,2,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar30 rating,"喜剧,动画,冒险",桦树立秋

暑期带着孩子一起看的。挺不错的动画电影，孩子们很喜欢。看到最后字幕，发现竟然是潘粤明配音的，大吃一惊。完全没听出来他的声线啊！配的非常不错，给我一个大惊喜。,2018-07-20,17,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar50 rating,"喜剧,动画,冒险",shiky

原来是“陶”气大侦探呀！“罗密欧朱丽叶”与“福尔摩斯华生”的共同体——强行组合在一起的两对Partner倒也不违和。其间穿插着歌舞戏份，“我从未真正爱过你”的歌词联动整体，但也只是起到显而易见的小儿科般过度作用，开头就让我难以入戏，两处转折显得很是生硬，或许这单单是儿童世界所需的电影吧。一美、德普、艾米丽·勃朗特（曾演过朱丽叶）这样的豪华阵容也没啥太大作用，无意义观影系列。,2018-07-21,2,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar20 rating,"喜剧,动画,冒险",孤岛影者

最棒的橋段是糯爾摩斯的各場內心小劇場，沒多利用裝飾矮人的陶瓷特性來玩笑有些可惜,2018-04-09,4,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar30 rating,"喜剧,动画,冒险",turnturn

十二块九vip厅前排观影中，看得心情有点好来打五星，当然英语原版虽然到处都是狗语配音版理解无能简直无语，原版强大配音卡司才是听点啊，英音万岁，大英贱萌万岁。片尾字幕也可爱死。,2018-07-22,0,约翰·斯蒂文森,淘气大侦探,"英国, 美国",allstar50 rating,"喜剧,动画,冒险",深夜声咽

播州杨氏土司兴衰史。纪录片中规中矩，卖相很“正”。不过制作规模不大，感觉像在电影院连着看了几期《探索·发现》。比较喜欢的几点：1.通过实例展示了考古工作的不易，同时直言不讳指出定陵挖掘是一场闹剧；2.并没有因为顾及“少数民族的感情”，就对杨价、杨文父子抗击蒙元的那段历史遮遮掩掩。,2018-07-16,3,朱晶,海龙屯,中国大陆,allstar40 rating,纪录片,戚少商

明朝那些事里边说日本人侵犯朝鲜时，大明朝正在镇压叛乱，是不是就是海龙囤？,2018-07-14,6,朱晶,海龙屯,中国大陆,allstar50 rating,纪录片,Sunboy

杨价（jie）、杨文父子两代人，引领西南各州行家国大义，忠勇死守一方故土，延缓南宋灭亡达三十年之久。从唐代开始镇守一方的播州杨氏家族，延续到明代，最晚至万历年，国之藩篱。最后毁在了第二十九代统治者杨应龙手中，中间的关键词是“田雌凤”（剧本啊）。李化龙与24万明军征讨，平番得胜海龙屯。,2018-07-17,1,朱晶,海龙屯,中国大陆,allstar50 rating,纪录片,白云在青天

最近特别感兴趣播州杨氏历史，看了好多这方面的文献资料和民间故事，这电影来的太及时了，杨应龙枭雄，可惜败在野心大于能力，明朝也受了一点内伤，对五十年后的明败亡种下了前因,2018-07-13,2,朱晶,海龙屯,中国大陆,allstar50 rating,纪录片,diaoyu

服装出色，但是朱色勇字帽戴歪了，宋朝的装束不考究。另余阶不是这个馀，是这个余，没人想姓剩馀的馀,2018-07-21,0,朱晶,海龙屯,中国大陆,allstar40 rating,纪录片,Fish Town

很精良的纪录片，长知识了,2018-07-18,2,朱晶,海龙屯,中国大陆,allstar40 rating,纪录片,julie妮妮

